,Username,Display_Name,Gender,notebook_url,code_location,labels,top_labels
103,tommyngx,Tommy NgX,male,https://www.kaggle.com/code/tommyngx/titanic-eda-fe-3-model-decision-tree-viz,D:\learning\thesis\male\tommyngx\titanic-eda-fe-3-model-decision-tree-viz.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
104,diyasanthosh,Diya Santhosh,female,https://www.kaggle.com/code/diyasanthosh/logistic-regression-using-titanic-dataset,D:\learning\thesis\female\diyasanthosh\logistic-regression-using-titanic-dataset.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
105,tracyporter,Tracy Porter,female,https://www.kaggle.com/code/tracyporter/ames-house-prices-lin-reg,D:\learning\thesis\female\tracyporter\ames-house-prices-lin-reg.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
106,parulpandey,Parul Pandey,female,https://www.kaggle.com/code/parulpandey/melanoma-classification-eda-starter,D:\learning\thesis\female\parulpandey\melanoma-classification-eda-starter.ipynb,['SIIM-ISIC Melanoma Classification'],{'SIIM-ISIC Melanoma Classification'}
107,ekaterinadranitsyna,Ekaterina Dranitsyna,female,https://www.kaggle.com/code/ekaterinadranitsyna/house-evaluation,D:\learning\thesis\female\ekaterinadranitsyna\house-evaluation.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
108,parisakhatibi,parisa khatibi,female,https://www.kaggle.com/code/parisakhatibi/k-nearest-neighbors-knn,D:\learning\thesis\female\parisakhatibi\k-nearest-neighbors-knn.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
109,nehahatti,Neha Hatti,female,https://www.kaggle.com/code/nehahatti/house-price-prediction,D:\learning\thesis\female\nehahatti\house-price-prediction.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
110,shiviyadav,Shivani Yadav,female,https://www.kaggle.com/code/shiviyadav/data-preprocessing-shows-survived-non-survived-no,D:\learning\thesis\female\shiviyadav\data-preprocessing-shows-survived-non-survived-no.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
111,xceptions,Kenechukwu Agbo,male,https://www.kaggle.com/code/xceptions/text-classification-with-pytorch,D:\learning\thesis\male\xceptions\text-classification-with-pytorch.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
112,mohitkarelia,Mohit Karelia,male,https://www.kaggle.com/code/mohitkarelia/house-price-prediction,D:\learning\thesis\male\mohitkarelia\house-price-prediction.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
113,mineshjethva,Minesh A. Jethva,male,https://www.kaggle.com/code/mineshjethva/choose-and-optimize-scaler-parameters,D:\learning\thesis\male\mineshjethva\choose-and-optimize-scaler-parameters.ipynb,['Mechanisms of Action (MoA) Prediction'],{'Mechanisms of Action (MoA) Prediction'}
114,shaniquehines,Shanique Hines,female,https://www.kaggle.com/code/shaniquehines/stroke-analysis-and-prediction,D:\learning\thesis\female\shaniquehines\stroke-analysis-and-prediction.ipynb,['Stroke Prediction Dataset'],{'Stroke Prediction Dataset'}
115,jocelyndumlao,Jocelyn Dumlao,female,https://www.kaggle.com/code/jocelyndumlao/exercise-pipelines,D:\learning\thesis\female\jocelyndumlao\exercise-pipelines.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
116,akhileshrai003,Akhilesh Rai,male,https://www.kaggle.com/code/akhileshrai003/quora-text-classification,D:\learning\thesis\male\akhileshrai003\quora-text-classification.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
117,snnclsr,Sinan Calisir,male,https://www.kaggle.com/code/snnclsr/commonlit-pytorch-distilbert-training,D:\learning\thesis\male\snnclsr\commonlit-pytorch-distilbert-training.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
118,itsanjalichaudhary,Anjali Chaudhary,female,https://www.kaggle.com/code/itsanjalichaudhary/house-prices-advanced-regression,D:\learning\thesis\female\itsanjalichaudhary\house-prices-advanced-regression.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
119,coldfir3,Adriano Passos,male,https://www.kaggle.com/code/coldfir3/onnx-inference-example,D:\learning\thesis\male\coldfir3\onnx-inference-example.ipynb,"['Digit Recognizer', 'PyTorch Lightning + ONNX export']",{'Digit Recognizer'}
120,ltrahul,Rahul Prasad M.,male,https://www.kaggle.com/code/ltrahul/twitter-disaster-prediction-by-using-bert-81-f1,D:\learning\thesis\male\ltrahul\twitter-disaster-prediction-by-using-bert-81-f1.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
121,rafetcan,Rafet Can Kandar,male,https://www.kaggle.com/code/rafetcan/titanic-eda-visualization-prediction,D:\learning\thesis\male\rafetcan\titanic-eda-visualization-prediction.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
122,abdullah7aled,Abdullah Khaled,male,https://www.kaggle.com/code/abdullah7aled/nlp-w-disaster-tweets,D:\learning\thesis\male\abdullah7aled\nlp-w-disaster-tweets.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
123,meghanachebolu,Meghana Chebolu,female,https://www.kaggle.com/code/meghanachebolu/01-digi-recognition,D:\learning\thesis\female\meghanachebolu\01-digi-recognition.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
124,juliasuzuki,Julia Suzuki,female,https://www.kaggle.com/code/juliasuzuki/house-price-prediction-intermediate-regression,D:\learning\thesis\female\juliasuzuki\house-price-prediction-intermediate-regression.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
125,francescovattiato,Francesco Vattiato,male,https://www.kaggle.com/code/francescovattiato/pca-nn-for-house-price-prediction,D:\learning\thesis\male\francescovattiato\pca-nn-for-house-price-prediction.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
126,mariapushkareva,Marie,female,https://www.kaggle.com/code/mariapushkareva/house-prices-advanced-regression-techniques,D:\learning\thesis\female\mariapushkareva\house-prices-advanced-regression-techniques.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
127,tracyporter,Tracy Porter,female,https://www.kaggle.com/code/tracyporter/disaster-tweets-tf-vectorizer,D:\learning\thesis\female\tracyporter\disaster-tweets-tf-vectorizer.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
128,masatoshikato,Masatoshi Kato,male,https://www.kaggle.com/code/masatoshikato/disaster-tweets-simple-nlp-tensorflow,D:\learning\thesis\male\masatoshikato\disaster-tweets-simple-nlp-tensorflow.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
129,jihyeseo,Jihye Sofia Seo,female,https://www.kaggle.com/code/jihyeseo/house-price-xgboost-imputer-pipeline-cv,D:\learning\thesis\female\jihyeseo\house-price-xgboost-imputer-pipeline-cv.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
130,gleblevankov,Gleb Levankov,male,https://www.kaggle.com/code/gleblevankov/titanic-dataset,D:\learning\thesis\male\gleblevankov\titanic-dataset.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
131,hassanamin,Hassan Amin,male,https://www.kaggle.com/code/hassanamin/credit-card-feature-analysis-and-imbalance-classif,D:\learning\thesis\male\hassanamin\credit-card-feature-analysis-and-imbalance-classif.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
132,sarayavari,Sara Yavari,female,https://www.kaggle.com/code/sarayavari/knn-tintanic,D:\learning\thesis\female\sarayavari\knn-tintanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
133,muskan2006,Muskan Jain,female,https://www.kaggle.com/code/muskan2006/credit-card-fraud-detection-model-comparison,D:\learning\thesis\female\muskan2006\credit-card-fraud-detection-model-comparison.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
134,sisharaneranjana,Ishara Neranjana,female,https://www.kaggle.com/code/sisharaneranjana/titanic-complete-guide-ml-dl-models,D:\learning\thesis\female\sisharaneranjana\titanic-complete-guide-ml-dl-models.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
135,mdmahmudferdous,Md Mahmud Ferdous,male,https://www.kaggle.com/code/mdmahmudferdous/titanic-survivor-prediction-0-804-top-8,D:\learning\thesis\male\mdmahmudferdous\titanic-survivor-prediction-0-804-top-8.ipynb,"['train_cleaned', 'Titanic - Machine Learning from Disaster']",{'Titanic - Machine Learning from Disaster'}
136,jtrotman,James Trotman,male,https://www.kaggle.com/code/jtrotman/high-ranking-solution-posts,D:\learning\thesis\male\jtrotman\high-ranking-solution-posts.ipynb,['Meta Kaggle'],{'Meta Kaggle'}
137,iavinas,Avinash Kumar,male,https://www.kaggle.com/code/iavinas/nlp-spacy-basics,D:\learning\thesis\male\iavinas\nlp-spacy-basics.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
138,theoviel,Theo Viel,male,https://www.kaggle.com/code/theoviel/improve-your-score-with-text-preprocessing-v2,D:\learning\thesis\male\theoviel\improve-your-score-with-text-preprocessing-v2.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
139,pravinborate,Pravin,male,https://www.kaggle.com/code/pravinborate/house-price-prediction,D:\learning\thesis\male\pravinborate\house-price-prediction.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
140,roxket,Jon,male,https://www.kaggle.com/code/roxket/advanced-random-forest-0-777,D:\learning\thesis\male\roxket\advanced-random-forest-0-777.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
141,gauri1996,Gauri Bhatnagar,female,https://www.kaggle.com/code/gauri1996/kagglecoursenotebook-underfittingandoverfitting,D:\learning\thesis\female\gauri1996\kagglecoursenotebook-underfittingandoverfitting.ipynb,"['Mobile Price Classification', 'Melbourne Housing Snapshot']",{'Mobile Price Classification'}
142,georgezoto,George Zoto,male,https://www.kaggle.com/code/georgezoto/intermediate-ml-data-leakage,D:\learning\thesis\male\georgezoto\intermediate-ml-data-leakage.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
143,tboyle10,Tara Boyle,female,https://www.kaggle.com/code/tboyle10/01-ieee-cis-fraud-detection-baseline-models,D:\learning\thesis\female\tboyle10\01-ieee-cis-fraud-detection-baseline-models.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
144,leolu1998,Leo Lu,male,https://www.kaggle.com/code/leolu1998/clrp-finetune-roberta-large,D:\learning\thesis\male\leolu1998\clrp-finetune-roberta-large.ipynb,"['CommonLit Readability Prize', 'train-val-split']",{'CommonLit Readability Prize'}
145,nancydrew,Mansi,female,https://www.kaggle.com/code/nancydrew/basic-eda-and-logistic-regression,D:\learning\thesis\female\nancydrew\basic-eda-and-logistic-regression.ipynb,['Tabular Playground Series - Nov 2021'],{'Tabular Playground Series - Nov 2021'}
146,qiaoningchen,Lucy,female,https://www.kaggle.com/code/qiaoningchen/titanic-competition-lulu,D:\learning\thesis\female\qiaoningchen\titanic-competition-lulu.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
147,daikikatsuragawa,Daiki Katsuragawa,male,https://www.kaggle.com/code/daikikatsuragawa/a-beginner-s-guide-to-evalml,D:\learning\thesis\male\daikikatsuragawa\a-beginner-s-guide-to-evalml.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
148,dikshabhati2002,Diksha Bhati,female,https://www.kaggle.com/code/dikshabhati2002/nlp-for-beginners,D:\learning\thesis\female\dikshabhati2002\nlp-for-beginners.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
149,antarachatterji,Antara Chatterji,female,https://www.kaggle.com/code/antarachatterji/iris-dataset-case-study,D:\learning\thesis\female\antarachatterji\iris-dataset-case-study.ipynb,['Iris Species'],{'Iris Species'}
150,jasonduncanwilson,Jason Duncan-Wilson,male,https://www.kaggle.com/code/jasonduncanwilson/exercise-ml-models-for-iowa-house-prices,D:\learning\thesis\male\jasonduncanwilson\exercise-ml-models-for-iowa-house-prices.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
151,alirezakhodaparast,Alireza Khodaparast,male,https://www.kaggle.com/code/alirezakhodaparast/titanic-train-for-beginner-s-guid,D:\learning\thesis\male\alirezakhodaparast\titanic-train-for-beginner-s-guid.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
152,parulpandey,Parul Pandey,female,https://www.kaggle.com/code/parulpandey/five-ways-to-use-value-counts,D:\learning\thesis\female\parulpandey\five-ways-to-use-value-counts.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
153,lonnieqin,Lonnie,male,https://www.kaggle.com/code/lonnieqin/digits-generation-with-auto-encoder,D:\learning\thesis\male\lonnieqin\digits-generation-with-auto-encoder.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
154,gauri1996,Gauri Bhatnagar,female,https://www.kaggle.com/code/gauri1996/kagglecoursenotebook-yourfirstmachinelearningmodel,D:\learning\thesis\female\gauri1996\kagglecoursenotebook-yourfirstmachinelearningmodel.ipynb,"['Mobile Price Classification', 'Melbourne Housing Snapshot']",{'Mobile Price Classification'}
155,archananarayanan,ARCHANA NARAYANAN,female,https://www.kaggle.com/code/archananarayanan/exploratory-data-analysis,D:\learning\thesis\female\archananarayanan\exploratory-data-analysis.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
156,nilaydesmukh,Nilay Desmukh,female,https://www.kaggle.com/code/nilaydesmukh/eda-on-house-price-data,D:\learning\thesis\female\nilaydesmukh\eda-on-house-price-data.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
157,vishalvanpariya,Vishal Vanpariya,male,https://www.kaggle.com/code/vishalvanpariya/main-notebook,D:\learning\thesis\male\vishalvanpariya\main-notebook.ipynb,"['iterative stratification', 'pytorch-tabnet', 'Mechanisms of Action (MoA) Prediction']",{'Mechanisms of Action (MoA) Prediction'}
158,nitishabharathi,Nitisha,female,https://www.kaggle.com/code/nitishabharathi/is-dropping-the-missing-value-columns-a-good-idea,D:\learning\thesis\female\nitishabharathi\is-dropping-the-missing-value-columns-a-good-idea.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
159,akshayr009,Akshay Radhakrishnan,male,https://www.kaggle.com/code/akshayr009/price-prediation,D:\learning\thesis\male\akshayr009\price-prediation.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
160,rashmiranu,Rashmi,female,https://www.kaggle.com/code/rashmiranu/cassava-leaf-disease-classification,D:\learning\thesis\female\rashmiranu\cassava-leaf-disease-classification.ipynb,"['Keras Pretrained models', 'efficientnet weights', 'Cassava Leaf Disease Classification']",{'Cassava Leaf Disease Classification'}
161,sundarikonar,Sundari Konar,female,https://www.kaggle.com/code/sundarikonar/advanced-house-price-prediction,D:\learning\thesis\female\sundarikonar\advanced-house-price-prediction.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
162,anjusunilkumar,Anju Sunilkumar,female,https://www.kaggle.com/code/anjusunilkumar/titanic-dataset-prediction,D:\learning\thesis\female\anjusunilkumar\titanic-dataset-prediction.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
163,harsh368,Harsh,male,https://www.kaggle.com/code/harsh368/mnist-with-keras,D:\learning\thesis\male\harsh368\mnist-with-keras.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
164,santoshd3,Santosh kumar,male,https://www.kaggle.com/code/santoshd3/titanic-dataset-ml,D:\learning\thesis\male\santoshd3\titanic-dataset-ml.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
165,alexandervc,Alexander Chervov,male,https://www.kaggle.com/code/alexandervc/moa-mysterious-patterns-for-locallylinearembedding,D:\learning\thesis\male\alexandervc\moa-mysterious-patterns-for-locallylinearembedding.ipynb,['Mechanisms of Action (MoA) Prediction'],{'Mechanisms of Action (MoA) Prediction'}
166,ashishkumarbehera,Ashish Kumar,male,https://www.kaggle.com/code/ashishkumarbehera/house-prices-beginner,D:\learning\thesis\male\ashishkumarbehera\house-prices-beginner.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
